BU,MPN,DEVICE,MPC,PSI_MASK,PRODUCT_FAMILY,PKG_CODE,LEAD_COUNT,CONFIGURATION,BB_REPOSITORY_NAME,PACKAGE,TEST_LOCATION,ATE,TSO_MAIN_SOURCE,TSO_EXECUTABLE,TSO_TEST_DEVICE,STDF_TP_NAME,TP_REV,RELEASE_DATE,HANDLER,INCOMING_MEDIA,TRANSFER_REQUIRED,SUBCON_PROCESS_STEP,OPERATION,TEMP,INSERTION,FLOW_ID,FLOW_TYPE,TEST_FLOW_GROUP,PROCESS_PLAN,STEP_NAME,BIN_GROUP,ACCEPT_BIN1_ONLY,SITES,INDEX_SECONDS,TEST_SECONDS,DAILY_CAP,TEST_YIELD,SUBCON_UTILIZATION,DAILY_TEST_IN,DAILY_TEST_OUT,REMARKS,DIE_ITEM,PRODUCT,TARGET_YIELD,HOLD_YIELD_LIMIT,UPPER_YIELD_LIMIT,OS_YIELD_LIMIT,SCRAP_YIELD_LIMIT,CDCA_DISPOSITION_INSTRUCTION,PRODUCT_CONTROL,TPE,TSE,BU_PE,BU_TE,MSCC_TECHNOLOGIST,FAB_LOCATION,ASSY_LOCATION,LB_14A,LB_SUPPLIER,LB_SUPPLIER_PARTNUMBER,SOCKET_14A,SOCKET_SUPPLIER,SOCKET_SUPPLIER_PARTNUMBER,CABLE_14A,CABLE_SUPPLIER,CABLE_SUPPLIER_PARTNUMBER,DUTBOARD_14A,DUTBOARD_SUPPLIER,DUTBOARD_SUPPLIER_PARTNUMBER,MAPBOARD_14A,MAPBOARD_SUPPLIER,MAPBOARD_SUPPLIER_PARTNUMBER,IND,PGM_KEY,INDEX,TEST_PROG_DIRECTORY_NAME,TEST_PROGRAM_DIRECTORY,SKIP_LOT_QA_1:10,QA_TEST_PROGRAM_NAME,STDF_DEVICE,SETUP_KEY,PSI_STATUS,TP_NAME,STDF_PROGRAM,MSCC_PLANNER,MSCC_PE_PRIMARY,MSCC_PE_BACKUP,MSCC_TE,LB_QTY,LB_TESTLOCATION,LB_STATUS,LB_N1,SOCKET_QTY,SUBCON_SOCKET_ID,LID_SOCKET_14A,LID_SOCKET_QTY,LID_SUBCON_SOCKET_ID,LID_SUPPLIER,LID_SUPPLIER_PARTNUMBER,ALIGNPLATE_SOCKET_14A,ALIGNPLATE_QTY,SUBCON_ALIGNPLATE_ID,ALIGNPLATE_SUPPLIER,ALIGNPLATE_SUPPLIER_PARTNUMBER,CABLE_QTY,SUBCON_CABLE_ID,DUTBOARD_QTY,DUTBOARD_SUBCON_ID,CHANGEKIT_QTY,SUBCON_CHANGEKIT_ID,CHANGEKIT_SUPPLIER,CHANGEKIT_SUPPLIER_PARTNUMBER,MAPBOARD_QTY,SUBCON_MAPBOARD_ID,
TM,ZL30662LFG7.QA,,#N/A,#N/A,Redwood Plus,#N/A,80,VFLGA_11X11,,LGA080_11X11X0.9,ASEM,FUSION_MX_TIM,,,,,AE,NREL,PNP_X4,Tray,No,T330,FCD,25C,1,NA,STD,STD ZL30662LFG7.QA,FQFQ,FCD(25C). FQD(25C). FCE(85C). FQE(85C),CPG_LE_STD01,YES,1,1.2,46,1830,0.9,0.65,1189.83050847458,1070.84745762712,New NPI. under qualification.,B2160BDA/S2400BBA/W.W25X20CLWJ,,95,85,100,1,50,,,,,,,Jeff Schmoyer,Global Foundries,ASECL,14-A19898,PACTRON,PACTRON:207-PD-305,14-A19899,Cohu,Cohu:ACE050-0080RJ01,NA,NA,NA,NA,NA,NA,NA,NA,NA,,TIMTP434,,,,,,ZL30662,TIM434,,ZL30662,ZL30662_AE,Leslie Jones,Joel Baylon,Wisit Aphonmaklong,Mark Greco,2,ASEM,,,2,LGA_11*11_0080KB7,NA,NA,NA,MULTITEST,22-18177,,NA,NA,NA,NA,NA,NA,NA,NA,2,MSC-NS6K-032 KA. MSC -NS6K-024 KA,KNIGHT AUTO,MSC-NS6K-024 KA,NA,NA,
TM,ZL30662LFG7.QA,,#N/A,#N/A,Redwood Plus,#N/A,80,VFLGA_11X11,,LGA080_11X11X0.9,ASEM,FUSION_MX_TIM,,,,,AE,NREL,PNP_X4,Tray,No,T400,FCE,112C,2,NA,STD,STD ZL30662LFG7.QA,FQFQ,FCD(25C). FQD(25C). FCE(85C). FQE(85C),CPG_LE_STD01,YES,1,1.2,38,2204,0.9,0.65,1432.65306122449,1289.38775510204,New NPI. under qualification.,B2160BDA/S2400BBA/W.W25X20CLWJ,,99,95,100,0,70,,,,,,,Jeff Schmoyer,Global Foundries,ASECL,14-A19898,PACTRON,PACTRON:207-PD-305,14-A19899,Cohu,Cohu:ACE050-0080RJ01,NA,NA,NA,NA,NA,NA,NA,NA,NA,,TIMTP435,,,,,,ZL30662,TIM435,,ZL30662,ZL30662_AE,Leslie Jones,Joel Baylon,Wisit Aphonmaklong,Mark Greco,2,ASEM,,,2,LGA_11*11_0080KB7,NA,NA,NA,MULTITEST,22-18177,,NA,NA,NA,NA,NA,NA,NA,NA,2,MSC-NS6K-032 KA. MSC -NS6K-024 KA,KNIGHT AUTO,MSC-NS6K-024 KA,NA,NA,
TM,ZL30663LFG7.QA,,#N/A,#N/A,Redwood Plus,#N/A,80,VFLGA_11X11,,LGA080_11X11X0.9,ASEM,FUSION_MX_TIM,,,,,AE,NREL,PNP_X4,Tray,No,T330,FCD,25C,1,NA,STD,STD ZL30663LFG7.QA,FQFQ,FCD(25C). FQD(25C). FCE(85C). FQE(85C),CPG_LE_STD01,YES,1,1.2,46,1830,0.9,0.65,1189.83050847458,1070.84745762712,New NPI. under qualification.,B2160BDA/S2400BBA/W.W25X20CLWJ,,95,85,100,1,50,,,,,,,Jeff Schmoyer,Global Foundries,ASECL,14-A19898,PACTRON,PACTRON:207-PD-305,14-A19899,Cohu,Cohu:ACE050-0080RJ01,NA,NA,NA,NA,NA,NA,NA,NA,NA,,TIMTP436,,,,,,ZL30663,TIM436,,ZL30663,ZL30663_AE,Leslie Jones,Joel Baylon,Wisit Aphonmaklong,Mark Greco,2,ASEM,,,2,LGA_11*11_0080KB7,NA,NA,NA,MULTITEST,22-18177,,NA,NA,NA,NA,NA,NA,NA,NA,2,MSC-NS6K-032 KA. MSC -NS6K-024 KA,KNIGHT AUTO,MSC-NS6K-024 KA,NA,NA,
TM,ZL30663LFG7.QA,,#N/A,#N/A,Redwood Plus,#N/A,80,VFLGA_11X11,,LGA080_11X11X0.9,ASEM,FUSION_MX_TIM,,,,,AE,NREL,PNP_X4,Tray,No,T400,FCE,112C,2,NA,STD,STD ZL30663LFG7.QA,FQFQ,FCD(25C). FQD(25C). FCE(85C). FQE(85C),CPG_LE_STD01,YES,1,1.2,38,2204,0.9,0.65,1432.65306122449,1289.38775510204,New NPI. under qualification.,B2160BDA/S2400BBA/W.W25X20CLWJ,,99,95,100,0,70,,,,,,,Jeff Schmoyer,Global Foundries,ASECL,14-A19898,PACTRON,PACTRON:207-PD-305,14-A19899,Cohu,Cohu:ACE050-0080RJ01,NA,NA,NA,NA,NA,NA,NA,NA,NA,,TIMTP437,,,,,,ZL30663,TIM437,,ZL30663,ZL30663_AE,Leslie Jones,Joel Baylon,Wisit Aphonmaklong,Mark Greco,2,ASEM,,,2,LGA_11*11_0080KB7,NA,NA,NA,MULTITEST,22-18177,,NA,NA,NA,NA,NA,NA,NA,NA,2,MSC-NS6K-032 KA. MSC -NS6K-024 KA,KNIGHT AUTO,MSC-NS6K-024 KA,NA,NA,
TM,ZL30663LFG7.QA,,#N/A,#N/A,Redwood Plus,#N/A,80,VFLGA_11X11,,LGA080_11X11X0.9,ASEM,FUSION_MX_TIM,,,,,AE,NREL,PNP_X4,Tray,No,T330,FCD,25C,1,NA,STD,STD ZL30663LFG7.QA,FQFQ,FCD(25C). FQD(25C). FCE(85C). FQE(85C),CPG_LE_STD01,YES,1,1.2,46,1830,0.9,0.65,1189.83050847458,1070.84745762712,New NPI. under qualification.,B2160BDA/S2400BBA/W.W25X20CLWJ,,95,85,100,1,50,,,,,,,Jeff Schmoyer,Global Foundries,ASECL,14-A19898,PACTRON,PACTRON:207-PD-305,14-A19899,Cohu,Cohu:ACE050-0080RJ01,NA,NA,NA,NA,NA,NA,NA,NA,NA,,TIMTP438,,,,,,ZL30663,TIM438,,ZL30663,ZL30663_AE,Leslie Jones,Joel Baylon,Wisit Aphonmaklong,Mark Greco,2,ASEM,,,2,LGA_11*11_0080KB7,NA,NA,NA,MULTITEST,22-18177,,NA,NA,NA,NA,NA,NA,NA,NA,2,MSC-NS6K-032 KA. MSC -NS6K-024 KA,KNIGHT AUTO,MSC-NS6K-024 KA,NA,NA,
TM,ZL30663LFG7.QA,,#N/A,#N/A,Redwood Plus,#N/A,80,VFLGA_11X11,,LGA080_11X11X0.9,ASEM,FUSION_MX_TIM,,,,,AE,NREL,PNP_X4,Tray,No,T400,FCE,112C,2,NA,STD,STD ZL30663LFG7.QA,FQFQ,FCD(25C). FQD(25C). FCE(85C). FQE(85C),CPG_LE_STD01,YES,1,1.2,38,2204,0.9,0.65,1432.65306122449,1289.38775510204,New NPI. under qualification.,B2160BDA/S2400BBA/W.W25X20CLWJ,,99,95,100,0,70,,,,,,,Jeff Schmoyer,Global Foundries,ASECL,14-A19898,PACTRON,PACTRON:207-PD-305,14-A19899,Cohu,Cohu:ACE050-0080RJ01,NA,NA,NA,NA,NA,NA,NA,NA,NA,,TIMTP439,,,,,,ZL30663,TIM439,,ZL30663,ZL30663_AE,Leslie Jones,Joel Baylon,Wisit Aphonmaklong,Mark Greco,2,ASEM,,,2,LGA_11*11_0080KB7,NA,NA,NA,MULTITEST,22-18177,,NA,NA,NA,NA,NA,NA,NA,NA,2,MSC-NS6K-032 KA. MSC -NS6K-024 KA,KNIGHT AUTO,MSC-NS6K-024 KA,NA,NA,
TM,ZL30691LFG7,,3411D7M4CA47,#N/A,Redwood Plus,#N/A,80,VFLGA_11X11,,LGA080_11X11X0.9,ASEM,FUSION_MX_TIM,,,,,AE,NREL,PNP_X4,Tray,No,T330,FCD,25C,1,NA,STD,STD ZL30691LFG7,FQFQ,FCD(25C). FQD(25C). FCE(85C). FQE(85C),CPG_LE_STD01,YES,1,1.2,46,1830,0.9,0.65,1189.83050847458,1070.84745762712,New NPI. under qualification.,B2160BDA/S2400BBA/W.W25X20CLWJ,,95,85,100,1,50,OPEN,,,,,,Jeff Schmoyer,Global Foundries,ASECL,14-A19898,PACTRON,PACTRON:207-PD-305,14-A19899,Cohu,Cohu:ACE050-0080RJ01,NA,NA,NA,NA,NA,NA,NA,NA,NA,,TIMTP460,,,,,,ZL30691,TIM460,,ZL30691,ZL30691_AE,Leslie Jones,Joel Baylon,Wisit Aphonmaklong,Mark Greco,2,ASEM,,,2,LGA_11*11_0080KB7,NA,NA,NA,MULTITEST,22-18177,,NA,NA,NA,NA,NA,NA,NA,NA,2,MSC-NS6K-032 KA. MSC -NS6K-024 KA,KNIGHT AUTO,MSC-NS6K-024 KA,NA,NA,
TM,ZL30691LFG7,,3610Z7MECA44,#N/A,Redwood Plus,#N/A,80,VFLGA_11X11,,LGA080_11X11X0.9,ASEM,FUSION_MX_TIM,,,,,AE,NREL,PNP_X4,Tray,No,T400,FCE,112C,2,NA,STD,STD ZL30691LFG7,FQFQ,FCD(25C). FQD(25C). FCE(85C). FQE(85C),CPG_LE_STD01,YES,1,1.2,38,2204,0.9,0.65,1432.65306122449,1289.38775510204,New NPI. under qualification.,B2160BDA/S2400BBA/W.W25X20CLWJ,,99,95,100,0,70,OPEN,,,,,,Jeff Schmoyer,Global Foundries,ASECL,14-A19898,PACTRON,PACTRON:207-PD-305,14-A19899,Cohu,Cohu:ACE050-0080RJ01,NA,NA,NA,NA,NA,NA,NA,NA,NA,,TIMTP461,,,,,,ZL30691,TIM461,,ZL30691,ZL30691_AE,Leslie Jones,Joel Baylon,Wisit Aphonmaklong,Mark Greco,2,ASEM,,,2,LGA_11*11_0080KB7,NA,NA,NA,MULTITEST,22-18177,,NA,NA,NA,NA,NA,NA,NA,NA,2,MSC-NS6K-032 KA. MSC -NS6K-024 KA,KNIGHT AUTO,MSC-NS6K-024 KA,NA,NA,
TM,ZL30692LFG7,,#N/A,#N/A,Redwood Plus,#N/A,80,VFLGA_11X11,,LGA080_11X11X0.9,ASEM,FUSION_MX_TIM,,,,,AE,NREL,PNP_X4,Tray,No,T330,FCD,25C,1,NA,STD,STD ZL30692LFG7,FQFQ,FCD(25C). FQD(25C). FCE(85C). FQE(85C),CPG_LE_STD01,YES,1,1.2,46,1830,0.9,0.65,1189.83050847458,1070.84745762712,New NPI. under qualification.,B2160BDA/S2400BBA/W.W25X20CLWJ,,95,85,100,1,50,OPEN,,,,,,Jeff Schmoyer,Global Foundries,ASECL,14-A19898,PACTRON,PACTRON:207-PD-305,14-A19899,Cohu,Cohu:ACE050-0080RJ01,NA,NA,NA,NA,NA,NA,NA,NA,NA,,TIMTP462,,,,,,ZL30692,TIM462,,ZL30692,ZL30692_AE,Leslie Jones,Joel Baylon,Wisit Aphonmaklong,Mark Greco,2,ASEM,,,2,LGA_11*11_0080KB7,NA,NA,NA,MULTITEST,22-18177,,NA,NA,NA,NA,NA,NA,NA,NA,2,MSC-NS6K-032 KA. MSC -NS6K-024 KA,KNIGHT AUTO,MSC-NS6K-024 KA,NA,NA,
TM,ZL30692LFG7,,3411D7M4CA47,#N/A,Redwood Plus,#N/A,80,VFLGA_11X11,,LGA080_11X11X0.9,ASEM,FUSION_MX_TIM,,,,,AE,NREL,PNP_X4,Tray,No,T400,FCE,112C,2,NA,STD,STD ZL30692LFG7,FQFQ,FCD(25C). FQD(25C). FCE(85C). FQE(85C),CPG_LE_STD01,YES,1,1.2,38,2204,0.9,0.65,1432.65306122449,1289.38775510204,New NPI. under qualification.,B2160BDA/S2400BBA/W.W25X20CLWJ,,99,95,100,0,70,OPEN,,,,,,Jeff Schmoyer,Global Foundries,ASECL,14-A19898,PACTRON,PACTRON:207-PD-305,14-A19899,Cohu,Cohu:ACE050-0080RJ01,NA,NA,NA,NA,NA,NA,NA,NA,NA,,TIMTP463,,,,,,ZL30692,TIM463,,ZL30692,ZL30692_AE,Leslie Jones,Joel Baylon,Wisit Aphonmaklong,Mark Greco,2,ASEM,,,2,LGA_11*11_0080KB7,NA,NA,NA,MULTITEST,22-18177,,NA,NA,NA,NA,NA,NA,NA,NA,2,MSC-NS6K-032 KA. MSC -NS6K-024 KA,KNIGHT AUTO,MSC-NS6K-024 KA,NA,NA,
TM,ZL30791LFG7,,#N/A,3100Q,Redwood Plus,JUC,80,VFLGA_11X11,,LGA080_11X11X0.9,ASEM,FUSION_MX_TIM,,,,,AE,NREL,PNP_X4,Tray,No,T330,FCD,25C,1,NA,STD,STD ZL30791LFG7,FQFQ,FCD(25C). FQD(25C). FCE(85C). FQE(85C),CPG_LE_STD01,YES,1,1.2,46,1830,0.9,0.65,1189.83050847458,1070.84745762712,New NPI. under qualification.,B2160BDA/S2400BBA/W.W25X20CLWJ,,95,85,100,1,50,OPEN,,,,,,Jeff Schmoyer,Global Foundries,ASECL,14-A19898,PACTRON,PACTRON:207-PD-305,14-A19899,Cohu,Cohu:ACE050-0080RJ01,NA,NA,NA,NA,NA,NA,NA,NA,NA,,TIMTP526,,,,,,ZL30791,TIM526,,ZL30791,ZL30791_AE,Leslie Jones,Joel Baylon,Wisit Aphonmaklong,Mark Greco,2,ASEM,,,2,LGA_11*11_0080K0G,NA,NA,NA,MULTITEST,22-18177,,NA,NA,NA,NA,NA,NA,NA,NA,2,MSC-NS6K-032 KA. MSC -NS6K-024 KA,KNIGHT AUTO,MSC-NS6K-024 KA,NA,NA,
TM,ZL30791LFG7,,#N/A,3100Q,Redwood Plus,JUC,80,VFLGA_11X11,,LGA080_11X11X0.9,ASEM,FUSION_MX_TIM,,,,,AE,NREL,PNP_X4,Tray,No,T400,FCE,112C,2,NA,STD,STD ZL30791LFG7,FQFQ,FCD(25C). FQD(25C). FCE(85C). FQE(85C),CPG_LE_STD01,YES,1,1.2,38,2204,0.9,0.65,1432.65306122449,1289.38775510204,New NPI. under qualification.,B2160BDA/S2400BBA/W.W25X20CLWJ,,99,95,100,0,70,OPEN,,,,,,Jeff Schmoyer,Global Foundries,ASECL,14-A19898,PACTRON,PACTRON:207-PD-305,14-A19899,Cohu,Cohu:ACE050-0080RJ01,NA,NA,NA,NA,NA,NA,NA,NA,NA,,TIMTP527,,,,,,ZL30791,TIM527,,ZL30791,ZL30791_AE,Leslie Jones,Joel Baylon,Wisit Aphonmaklong,Mark Greco,2,ASEM,,,2,LGA_11*11_0080K0G,NA,NA,NA,MULTITEST,22-18177,,NA,NA,NA,NA,NA,NA,NA,NA,2,MSC-NS6K-032 KA. MSC -NS6K-024 KA,KNIGHT AUTO,MSC-NS6K-024 KA,NA,NA,
TM,ZL30792LFG7.QA,,3100Q7JUCA28,3100Q,Redwood Plus,JUC,80,VFLGA_11X11,,LGA080_11X11X0.9,ASEM,FUSION_MX_TIM,,,,,AE,NREL,PNP_X4,Tray,No,T330,FCD,25C,1,NA,STD,STD ZL30792LFG7.QA,FQFQ,FCD(25C). FQD(25C). FCE(85C). FQE(85C),CPG_LE_STD01,YES,1,1.2,46,1830,0.9,0.65,1189.83050847458,1070.84745762712,New NPI. under qualification.,B2160BDA/S2400BBA/W.W25X20CLWJ,,95,85,100,1,50,OPEN,,,,,,Jeff Schmoyer,Global Foundries,ASECL,14-A19898,PACTRON,PACTRON:207-PD-305,14-A19899,Cohu,Cohu:ACE050-0080RJ01,NA,NA,NA,NA,NA,NA,NA,NA,NA,,TIMTP528,,,,,,ZL30792,TIM528,,ZL30792,ZL30792_AE,Leslie Jones,Joel Baylon,Wisit Aphonmaklong,Mark Greco,2,ASEM,,,2,LGA_11*11_0080K0G,NA,NA,NA,MULTITEST,22-18177,,2,NA,Cohu/ Multitest,02-54551,NA,NA,NA,NA,2,MSC-NS6K-032 KA. MSC -NS6K-024 KA,KNIGHT AUTO,MSC-NS6K-024 KA,NA,NA,
TM,ZL30792LFG7.QA,,3100Q7JUCA28,3100Q,Redwood Plus,JUC,80,VFLGA_11X11,,LGA080_11X11X0.9,ASEM,FUSION_MX_TIM,,,,,AE,NREL,PNP_X4,Tray,No,T400,FCE,112C,2,NA,STD,STD ZL30792LFG7.QA,FQFQ,FCD(25C). FQD(25C). FCE(85C). FQE(85C),CPG_LE_STD01,YES,1,1.2,38,2204,0.9,0.65,1432.65306122449,1289.38775510204,New NPI. under qualification.,B2160BDA/S2400BBA/W.W25X20CLWJ,,99,95,100,0,70,OPEN,,,,,,Jeff Schmoyer,Global Foundries,ASECL,14-A19898,PACTRON,PACTRON:207-PD-305,14-A19899,Cohu,Cohu:ACE050-0080RJ01,NA,NA,NA,NA,NA,NA,NA,NA,NA,,TIMTP529,,,,,,ZL30792,TIM529,,ZL30792,ZL30792_AE,Leslie Jones,Joel Baylon,Wisit Aphonmaklong,Mark Greco,2,ASEM,,,2,LGA_11*11_0080K0G,NA,NA,NA,MULTITEST,22-18177,,2,NA,Cohu/ Multitest,02-54551,NA,NA,NA,NA,2,MSC-NS6K-032 KA. MSC -NS6K-024 KA,KNIGHT AUTO,MSC-NS6K-024 KA,NA,NA,
TM,ZL30792LFG7.Q100X,,3100Q7JUCA21,3100Q,Redwood Plus,JUC,80,VFLGA_11X11,,LGA080_11X11X0.9,ASEM,FUSION_MX_TIM,,,,,AE,NREL,PNP_X4,Tray,No,T330,FCD,25C,1,NA,STD,STD ZL30792LFG7.Q100X,FQFQ,FCD(25C). FQD(25C). FCE(85C). FQE(85C),CPG_LE_STD01,YES,1,1.2,46,1830,0.9,0.65,1189.83050847458,1070.84745762712,New NPI. under qualification.,B2160BDA/S2400BBA/W.W25X20CLWJ,,95,85,100,1,50,OPEN,,,,,,Jeff Schmoyer,Global Foundries,ASECL,14-A19898,PACTRON,PACTRON:207-PD-305,14-A19899,Cohu,Cohu:ACE050-0080RJ01,NA,NA,NA,NA,NA,NA,NA,NA,NA,,TIMTP530,,,,,,ZL30792,TIM530,,ZL30792,ZL30792_AE,Leslie Jones,Joel Baylon,Wisit Aphonmaklong,Mark Greco,2,ASEM,,,2,LGA_11*11_0080K0G,NA,NA,NA,MULTITEST,22-18177,,2,NA,Cohu/ Multitest,02-54551,NA,NA,NA,NA,2,MSC-NS6K-032 KA. MSC -NS6K-024 KA,KNIGHT AUTO,MSC-NS6K-024 KA,NA,NA,
TM,ZL30792LFG7.Q100X,,3100Q7JUCA21,3100Q,Redwood Plus,JUC,80,VFLGA_11X11,,LGA080_11X11X0.9,ASEM,FUSION_MX_TIM,,,,,AE,NREL,PNP_X4,Tray,No,T400,FCE,112C,2,NA,STD,STD ZL30792LFG7.Q100X,FQFQ,FCD(25C). FQD(25C). FCE(85C). FQE(85C),CPG_LE_STD01,YES,1,1.2,38,2204,0.9,0.65,1432.65306122449,1289.38775510204,New NPI. under qualification.,B2160BDA/S2400BBA/W.W25X20CLWJ,,99,95,100,0,70,OPEN,,,,,,Jeff Schmoyer,Global Foundries,ASECL,14-A19898,PACTRON,PACTRON:207-PD-305,14-A19899,Cohu,Cohu:ACE050-0080RJ01,NA,NA,NA,NA,NA,NA,NA,NA,NA,,TIMTP531,,,,,,ZL30792,TIM531,,ZL30792,ZL30792_AE,Leslie Jones,Joel Baylon,Wisit Aphonmaklong,Mark Greco,2,ASEM,,,2,LGA_11*11_0080K0G,NA,NA,NA,MULTITEST,22-18177,,2,NA,Cohu/ Multitest,02-54551,NA,NA,NA,NA,2,MSC-NS6K-032 KA. MSC -NS6K-024 KA,KNIGHT AUTO,MSC-NS6K-024 KA,NA,NA,
TM,ZL30793LFG7,,3100Q7JUCA28,3100Q,Redwood Plus,JUC,80,VFLGA_11X11,,LGA080_11X11X0.9,ASEM,FUSION_MX_TIM,,,,,AE,NREL,PNP_X4,Tray,No,T330,FCD,25C,1,NA,STD,STD ZL30793LFG7,FQFQ,FCD(25C). FQD(25C). FCE(85C). FQE(85C),CPG_LE_STD01,YES,1,1.2,46,1830,0.9,0.65,1189.83050847458,1070.84745762712,New NPI. under qualification.,B2160BDA/S2400BBA/W.W25X20CLWJ,,95,85,100,1,50,OPEN,,,,,,Jeff Schmoyer,Global Foundries,ASECL,14-A19898,PACTRON,PACTRON:207-PD-305,14-A19899,Cohu,Cohu:ACE050-0080RJ01,NA,NA,NA,NA,NA,NA,NA,NA,NA,,TIMTP532,,,,,,ZL30793,TIM532,,ZL30793,ZL30793_AE,Leslie Jones,Joel Baylon,Wisit Aphonmaklong,Mark Greco,2,ASEM,,,2,LGA_11*11_0080K0G,NA,NA,NA,MULTITEST,22-18177,,NA,NA,NA,NA,NA,NA,NA,NA,2,MSC-NS6K-032 KA. MSC -NS6K-024 KA,KNIGHT AUTO,MSC-NS6K-024 KA,NA,NA,
TM,ZL30793LFG7,,3100Q7JUCA28,3100Q,Redwood Plus,JUC,80,VFLGA_11X11,,LGA080_11X11X0.9,ASEM,FUSION_MX_TIM,,,,,AE,NREL,PNP_X4,Tray,No,T400,FCE,112C,2,NA,STD,STD ZL30793LFG7,FQFQ,FCD(25C). FQD(25C). FCE(85C). FQE(85C),CPG_LE_STD01,YES,1,1.2,38,2204,0.9,0.65,1432.65306122449,1289.38775510204,New NPI. under qualification.,B2160BDA/S2400BBA/W.W25X20CLWJ,,99,95,100,0,70,OPEN,,,,,,Jeff Schmoyer,Global Foundries,ASECL,14-A19898,PACTRON,PACTRON:207-PD-305,14-A19899,Cohu,Cohu:ACE050-0080RJ01,NA,NA,NA,NA,NA,NA,NA,NA,NA,,TIMTP533,,,,,,ZL30793,TIM533,,ZL30793,ZL30793_AE,Leslie Jones,Joel Baylon,Wisit Aphonmaklong,Mark Greco,2,ASEM,,,2,LGA_11*11_0080K0G,NA,NA,NA,MULTITEST,22-18177,,NA,NA,NA,NA,NA,NA,NA,NA,2,MSC-NS6K-032 KA. MSC -NS6K-024 KA,KNIGHT AUTO,MSC-NS6K-024 KA,NA,NA,
TM,ZL30801LFG7,,3411D7M4CA47,3100Q,Redwood Plus eToD,JUC,80,VFLGA_11X11,,LGA080_11X11X0.9,ASEM,FUSION_MX_TIM,,,,,AE,NREL,PNP_X4,Tray,No,T330,FCD,25C,1,NA,STD,STD ZL30801LFG7,FQFQ,FCD(25C). FQD(25C). FCE(85C). FQE(85C),CPG_LE_STD01,YES,1,1.2,46,1830,0.9,0.65,1189.83050847458,1070.84745762712,New NPI. under qualification.,B2160BDA/S2400BBA/W.W25X20CLWJ,,95,85,100,1,50,OPEN,,,,,,Jeff Schmoyer,Global Foundries,ASECL,14-A19898,PACTRON,PACTRON:207-PD-305,14-A19899,Cohu,Cohu:ACE050-0080RJ01,NA,NA,NA,NA,NA,NA,NA,NA,NA,,TIMTP534,,,,,,ZL30801,TIM534,,ZL30801,ZL30801_AE,Leslie Jones,Joel Baylon,Wisit Aphonmaklong,Mark Greco,2,ASEM,,,2,LGA_11*11_0080K0G,NA,NA,NA,MULTITEST,22-18177,,NA,NA,NA,NA,NA,NA,NA,NA,2,MSC-NS6K-032 KA. MSC -NS6K-024 KA,KNIGHT AUTO,MSC-NS6K-024 KA,NA,NA,
TM,ZL30801LFG7,,3100Q7JUCA28,3100Q,Redwood Plus eToD,JUC,80,VFLGA_11X11,,LGA080_11X11X0.9,ASEM,FUSION_MX_TIM,,,,,AE,NREL,PNP_X4,Tray,No,T400,FCE,112C,2,NA,STD,STD ZL30801LFG7,FQFQ,FCD(25C). FQD(25C). FCE(85C). FQE(85C),CPG_LE_STD01,YES,1,1.2,38,2204,0.9,0.65,1432.65306122449,1289.38775510204,New NPI. under qualification.,B2160BDA/S2400BBA/W.W25X20CLWJ,,99,95,100,0,70,OPEN,,,,,,Jeff Schmoyer,Global Foundries,ASECL,14-A19898,PACTRON,PACTRON:207-PD-305,14-A19899,Cohu,Cohu:ACE050-0080RJ01,NA,NA,NA,NA,NA,NA,NA,NA,NA,,TIMTP535,,,,,,ZL30801,TIM535,,ZL30801,ZL30801_AE,Leslie Jones,Joel Baylon,Wisit Aphonmaklong,Mark Greco,2,ASEM,,,2,LGA_11*11_0080K0G,NA,NA,NA,MULTITEST,22-18177,,NA,NA,NA,NA,NA,NA,NA,NA,2,MSC-NS6K-032 KA. MSC -NS6K-024 KA,KNIGHT AUTO,MSC-NS6K-024 KA,NA,NA,
TM,ZL30802LFG7,,3100Q7JUCA28,3100Q,Redwood Plus eToD,JUC,80,VFLGA_11X11,,LGA080_11X11X0.9,ASEM,FUSION_MX_TIM,,,,,AE,NREL,PNP_X4,Tray,No,T330,FCD,25C,1,NA,STD,STD ZL30802LFG7,FQFQ,FCD(25C). FQD(25C). FCE(85C). FQE(85C),CPG_LE_STD01,YES,1,1.2,46,1830,0.9,0.65,1189.83050847458,1070.84745762712,New NPI. under qualification.,B2160BDA/S2400BBA/W.W25X20CLWJ,,95,85,100,1,50,OPEN,,,,,,Jeff Schmoyer,Global Foundries,ASECL,14-A19898,PACTRON,PACTRON:207-PD-305,14-A19899,Cohu,Cohu:ACE050-0080RJ01,NA,NA,NA,NA,NA,NA,NA,NA,NA,,TIMTP536,,,,,,ZL30802,TIM536,,ZL30802,ZL30802_AE,Leslie Jones,Joel Baylon,Wisit Aphonmaklong,Mark Greco,2,ASEM,,,2,LGA_11*11_0080K0G,NA,NA,NA,MULTITEST,22-18177,,NA,NA,NA,NA,NA,NA,NA,NA,2,MSC-NS6K-032 KA. MSC -NS6K-024 KA,KNIGHT AUTO,MSC-NS6K-024 KA,NA,NA,
