,,,,,,,,,,,,,,,,glxy_SS_IH     <> glxy_pin2,glxy_OSC       <> glxy_pin3,glxy_OUTS      <> glxy_pin4S,glxy_OUTF      <> glxy_pin4F,glxy_VCCS      <> glxy_pin5S,glxy_VCCF      <> glxy_pin5F,glxy_BOOT      <> glxy_pin6,glxy_COMP      <> glxy_pin7,glxy_FB        <> glxy_pin8,glxy_PT        <> glxy_PT,Abs comp       <> ABS_COM,Abs fb         <> ABS_FB,Ref bef zap    <> REF_BE,sim1 ... <> Simule_1,sim2 ... <> Simule_2,sim3 ... <> Simule_3,sim4 ... <> Simule_4,sim5 ... <> Simule_5,sim6 ... <> Simule_6,sim7 ... <> Simule_7,sim8 ... <> Simule_8,sim9 ... <> Simule_9,sim10 ... <> Simule_10,sim11 ... <> Simule_11,sim12 ... <> Simule_12,sim13 ... <> Simule_13,sim14 ... <> Simule_14,sim15 ... <> Simule_15,Ref best     <> REF_BEST_SIM,indice        <> REF_FLAG,Zap current   <> ZAP_REF,Ref aft zap     <> REF,Ref recovery    <> VREF_REC,Ref precision   <> VREF_TGT,Line 8/55v      <> LN_REG,Iq dut_cycle=0  <> IQ,Iq st_by 24v    <> IQ_SBY_24,Iq st_by 55v    <> IQ_SBY_55,Abs supply      <> ABS_VCC,Iq tot          <> IQ_TOT,Freq at 8v      <> FQ_1,Uvlo up th      <> UVLO_UP,Uvlo hysteresis  <> UVLO_HYS,Freq at 55v     <> FQ_2,Freq stability  <> FQ_STAB,Freq max        <> FQ_MAX,I inh low       <> I_IH_LO,Inh th up        <> INH_TH_UP,Inh th down      <> INH_TH_DOWN,Inh hyste        <> INH_HYS,Iss charge      <> SS_ICH,Iss discharge    <> SS_IDCH,Lkg Mos          <> LK_PWR,Abs out          <> OUT_MAX,Abs boot         <> ABS_BOOT,Lkg boot Mos off <> IBOOT_OFF,Lkg boot         <> LKG_BOOT,Drop of the Mos <> DROP_10V,Rds on          <> RDS_ON,Imax bef zap	 <> IMAX,Imax aft zap   <> IMAX_AFT,Imax precision   <> IMAX_TGT,Max duty cycle  <> MAX_DUT,Osc val 24v     <> OSC_VL24,Osc pk 55v       <> OSC_PK55,Osc pk 8v        <> OSC_PK8,Gain op_loop     <> EA_OLG,Svrr             <> EA_SVRR,Bias EA         <> EA_BIAS,Transcond       <> EA_TRANS,EA swing high   <> EA_SWH,EA swing low	 <> EA_SWL,Src out I       <> EA_SRC,Sink out I      <> EA_SNK
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,29,-8,1473,Retest,2,2,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,28,-8,1474,Retest,2,2,None,0,-0.6610937714576721,-0.6501562595367432,-0.6669531464576721,-0.6744531393051147,-0.5617969036102295,-0.5811718702316284,-0.6879687309265137,-0.6564062237739563,-0.6913281083106995,-0.7938281297683716,-0.0002682812628336251,-1.9678125227073906e-06,3.3659374713897705,,,,,,,,,,,,,,,,,,,3.3659374713897705,0.0,0.0017671131063252687,0.005501562729477882,0.0031256249640136957,0.0001203124993480742,0.00014531250053551048,0.00016406249778810889,0.003165625035762787,96198.5703125,7.25,0.0,99503.1171875,0.03321053087711334,428480.5,-6.602812391065527e-06,2.059999942779541,1.340000033378601,0.7200000286102295,-3.9924998418428004e-05,1.003124998533167e-05,-0.007469062693417072(F),,,,,,,,,,,,,,,,,,,,,
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,25,-8,1475,Retest,1,1,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,22,-9,1476,Retest,8,8,None,0,-0.6604687571525574,-0.6501562595367432,-0.686328113079071,-0.6919531226158142,-0.5561718940734863,-0.5780468583106995,-0.6873437762260437,-0.6564062237739563,-0.6913281083106995,-0.7950780987739563,-0.0002557812549639493,-1.8890624460254912e-06,3.312734365463257,3.312734365463257,3.310859441757202,3.313359260559082,3.312734365463257,3.390937566757202,3.390937566757202,3.3915624618530273,3.390937566757202,3.390937566757202,3.312734365463257,3.312734365463257,3.312734365463257,3.390937566757202,3.390937566757202,3.390937566757202,3.390937566757202(F),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,24,-9,1477,Retest,1,1,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,25,-9,1478,Retest,1,1,None,0,-0.6604687571525574,-0.6495312452316284,-0.686328113079071,-0.692578136920929,-0.5561718940734863,-0.5780468583106995,-0.6879687309265137,-0.6564062237739563,-0.6913281083106995,-0.7938281297683716,-0.000273281242698431,-1.997812432819046e-06,3.400937557220459,3.3740625381469727,3.2908594608306885,3.318359375,3.427187442779541,3.5116405487060547,3.4822657108306885,3.453437566757202,3.366562604904175,3.395937442779541,3.343437433242798,3.315859317779541,3.3996875286102295,3.4828906059265137,3.3940625190734863,3.4234375953674316,3.3740625381469727,1.0,0.8098750114440918,3.3740625381469727,-0.026875000447034836,0.004185267724096775,0.0030640624463558197,0.0031131249852478504,0.00011406250268919393,0.0001390624966006726,0.000157812493853271,0.0031406250782310963,96217.0078125,,,99551.671875,0.03349683806300163,428794.28125,-6.496562491520308e-06,2.0999999046325684,1.399999976158142,0.699999988079071,-4.065000030095689e-05,9.881249752652366e-06,-2.7656249585561454e-05,-0.02231406234204769,0.000110937500721775,4.812499901163392e-05,0.0006192187429405749,0.22617188096046448,0.15078124403953552,2.549999952316284,2.549999952316284,0.019999999552965164,0.9827451109886169,0.8600000143051147,9.529999732971191,2.130000114440918,58.741573333740234,82.80838775634766,2.030156338150846e-06,0.002222222276031971,11.125624656677246,0.12059374898672104,-0.0002408671862212941,0.0003025390615221113
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,26,-9,1479,Retest,1,1,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,27,-9,1480,Retest,1,1,None,0,-0.6604687571525574,-0.6495312452316284,-0.686328113079071,-0.6919531226158142,-0.5567968487739563,-0.5780468583106995,-0.6879687309265137,-0.6564062237739563,-0.6913281083106995,-0.7944531440734863,-0.00027203126228414476,-2.027812570304377e-06,3.3971874713897705,3.369687557220459,3.287109375,3.3146092891693115,3.422187566757202,3.5078907012939453,3.4778125286102295,3.4490625858306885,3.3584375381469727,3.3915624618530273,3.338437557220459,3.3114843368530273,3.395312547683716,3.4778125286102295,3.3896875381469727,3.419062614440918,3.369687557220459,1.0,0.8034999966621399,3.369687557220459,-0.027499999850988388,0.0028831844683736563,0.003076562425121665,0.0031356250401586294,0.00011406250268919393,0.0001390624966006726,0.000157812493853271,0.003165625035762787,96157.5,,,99543.9296875,0.03401947021484375,428758.09375,-6.555312666023383e-06,2.0799999237060547,1.3799999952316284,0.699999988079071,-4.099999932805076e-05,1.0081250366056338e-05,-2.7656249585561454e-05,-0.022664062678813934,0.00011718749738065526,4.812499901163392e-05,0.0006235937471501529,0.22679688036441803,0.1511979103088379,2.549999952316284,2.549999952316284,0.019999999552965164,0.9827451109886169,0.8600000143051147,9.529999732971191,2.130000114440918,58.814937591552734,82.7131576538086,2.037187414316577e-06,0.002222222276031971,11.110312461853027,0.11959374696016312,-0.0002392421883996576,0.00030772655736654997
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,28,-9,1481,Retest,8,8,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,29,-9,1482,Retest,8,8,None,0,-0.6610937714576721,-0.6495312452316284,-0.686328113079071,-0.6919531226158142,-0.5567968487739563,-0.5780468583106995,-0.6879687309265137,-0.6564062237739563,-0.6913281083106995,-0.7932031154632568,-0.00027578126173466444,-2.0290624433982885e-06,3.395312547683716,3.3946874141693115,3.3121094703674316,3.312734365463257,3.421562433242798,3.5060155391693115,3.475937604904175,3.4753124713897705,3.3890624046325684,3.3896875381469727,3.3378124237060547,3.3371875286102295,3.4078125953674316,3.504765510559082,3.416562557220459,3.4178125858306885,3.3890624046325684(F),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,34,-9,1483,Retest,1,1,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,35,-9,1484,Retest,8,8,None,0,-0.6610937714576721,-0.6495312452316284,-0.686328113079071,-0.6913281083106995,-0.5561718940734863,-0.5774219036102295,-0.686718761920929,-0.6564062237739563,-0.6913281083106995,-0.7932031154632568,-0.000273281242698431,-2.052812533293036e-06,3.4003124237060547,3.3996875286102295,3.317734479904175,3.317734479904175,3.427187442779541,3.5116405487060547,3.4822657108306885,3.481640577316284,3.3946874141693115,3.395312547683716,3.343437433242798,3.3428125381469727,3.4128124713897705,3.510390520095825,3.4228124618530273,3.4228124618530273,3.3946874141693115(F),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,36,-9,1485,Retest,8,8,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,37,-9,1486,Retest,8,8,None,0,-0.6604687571525574,-0.6489062309265137,-0.686328113079071,-0.6919531226158142,-0.555468738079071,-0.5774219036102295,-0.686718761920929,-0.6564062237739563,-0.6907031536102295,-0.7919531464576721,-0.0002795312611851841,-2.1065625332994387e-06,3.404062509536743,3.403437614440918,3.320859432220459,3.321484327316284,3.430312395095825,3.515390634536743,3.4853906631469727,3.4847655296325684,3.397812604904175,3.399062395095825,3.345937490463257,3.345937490463257,3.4296875,3.507265567779541,3.4259374141693115,3.426562547683716,3.397812604904175(F),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,38,-9,1487,Retest,1,1,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,39,-9,1488,Retest,20,20,None,0,-0.6604687571525574,-0.6495312452316284,-0.6857030987739563,-0.689453125,-0.5535937547683716,-0.5755468606948853,-0.6860937476158142,-0.6564062237739563,-0.6913281083106995,-0.7950780987739563,-0.0002632812538649887,-2.0403124381118687e-06,3.3815624713897705,3.3528125286102295,3.3528125286102295,3.3809375762939453,3.408437490463257,3.409062385559082,3.3809375762939453,3.3528125286102295,3.3528125286102295,3.3759374618530273,3.408437490463257,3.379687547683716,3.379687547683716,3.379687547683716,3.379687547683716,3.409062385559082,3.3759374618530273,9.0,0.831375002861023,3.3759374618530273,-0.005625000223517418,0.0047433036379516125,0.0033890625927597284,0.0031681249383836985,0.00011406250268919393,0.00014531250053551048,0.000157812493853271,0.0032031249720603228,96226.7890625,,,99477.859375,0.032681338489055634,429091.71875,-6.776562713639578e-06,2.0799999237060547,1.3799999952316284,0.699999988079071,-4.082500163349323e-05,9.78124990069773e-06,-2.9687500500585884e-05,-0.022251563146710396,0.00011718749738065526,4.6875000407453626e-05,0.0006129687535576522,0.22429686784744263,0.14953124523162842,2.549999952316284,2.549999952316284,0.019999999552965164,0.982758641242981,0.9100000262260437(F),,,,,,,,,,
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,40,-10,1489,Retest,4,4,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,33,-10,1490,Retest,1,1,None,0,-0.6610937714576721,-0.6495312452316284,-0.686328113079071,-0.6932031512260437,-0.5561718940734863,-0.5780468583106995,-0.6879687309265137,-0.6564062237739563,-0.6913281083106995,-0.7938281297683716,-0.00027203126228414476,-1.9315625650051516e-06,3.3734374046325684,,,,,,,,,,,,,,,,,,,3.3734374046325684,0.0,0.0039992560632526875,0.003314062487334013,0.003110625082626939,0.00011406250268919393,0.0001390624966006726,0.00015156250447034836,0.0031406250782310963,96211.0390625,7.25,0.0,99512.5234375,0.03317653015255928,428976.5,-6.580312401638366e-06,2.059999942779541,1.3600000143051147,0.699999988079071,-4.012499994132668e-05,9.856249562290031e-06,-2.8281250706641003e-05,-0.02283906191587448,0.00011718749738065526,4.812499901163392e-05,0.0006173437577672303,0.22554688155651093,0.15036457777023315,2.509999990463257,2.509999990463257,0.004000000189989805,0.9827451109886169,0.8600000143051147,9.529999732971191,2.130000114440918,58.804420471191406,82.6502456665039,1.919687520057778e-06,0.002222222276031971,11.115625381469727,0.12084375321865082,-0.0002448671730235219,0.00030228905961848795
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,24,-10,1491,Retest,1,1,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,17,-10,1492,Retest,8,8,None,0,-0.6610937714576721,-0.6501562595367432,-0.6869531273841858,-0.692578136920929,-0.5535937547683716,-0.576171875,-0.686718761920929,-0.6564062237739563,-0.6919531226158142,-0.7969531416893005,-0.00027078125276602805,-2.087812390527688e-06,3.3896875381469727,3.3609375953674316,3.3603124618530273,3.3759374618530273,3.417187452316284,3.4178125858306885,3.3896875381469727,3.3609375953674316,3.3609375953674316,3.3896875381469727,3.417187452316284,3.387812614440918,3.387812614440918,3.387812614440918,3.387812614440918,3.417187452316284,3.3759374618530273,3.0,0.8320000171661377,3.3896875381469727(F),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,15,-10,1493,Retest,8,8,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,29,-11,1494,Retest,8,8,None,0,-0.6604687571525574,-0.6501562595367432,-0.6875781416893005,-0.6938281059265137,-0.5567968487739563,-0.5786718726158142,-0.6885937452316284,-0.6564062237739563,-0.6913281083106995,-0.7944531440734863,-0.0002682812628336251,-1.982812591450056e-06,3.392812490463257,3.3653125762939453,3.2833592891693115,3.310234308242798,3.419687509536743,3.5035157203674316,3.474062442779541,3.4453125,3.359062433242798,3.385312557220459,3.3358592987060547,3.307734489440918,3.3784375190734863,3.474062442779541,3.385937452316284,3.4153125286102295,3.3784375190734863,12.0,0.8197500109672546,3.3921875953674316(F),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,31,-11,1495,Retest,7,7,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,35,-11,1496,Retest,1,1,None,0,-0.6604687571525574,-0.6495312452316284,-0.6857030987739563,-0.6907031536102295,-0.5561718940734863,-0.5780468583106995,-0.6873437762260437,-0.6564062237739563,-0.6913281083106995,-0.7944531440734863,-0.0002682812628336251,-1.997812432819046e-06,3.3659374713897705,,,,,,,,,,,,,,,,,,,3.3659374713897705,0.0,0.0017671131063252687,0.003214062424376607,0.003115624887868762,0.0001203124993480742,0.00014531250053551048,0.000157812493853271,0.0031406250782310963,96273.1953125,7.25,0.0,99597.875,0.03338106721639633,429017.40625,-6.60906243865611e-06,2.0799999237060547,1.3799999952316284,0.699999988079071,-4.002499917987734e-05,9.981249604607001e-06,-2.843750007741619e-05,-0.023039061576128006,0.00011718749738065526,4.6875000407453626e-05,0.0006085937493480742,0.22554688155651093,0.15036457777023315,2.509999990463257,2.509999990463257,0.004000000189989805,0.9819607734680176,0.8600000143051147,9.529999732971191,2.130000114440918,58.67918014526367,82.74478149414062,2.130937446054304e-06,0.0021621622145175934,11.090312957763672,0.11959374696016312,-0.0002419296943116933,0.0003083515621256083
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,41,-12,1497,Retest,2,2,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,28,-12,1498,Retest,1,1,None,0,-0.6610937714576721,-0.6501562595367432,-0.6888281106948853,-0.694531261920929,-0.5567968487739563,-0.5786718726158142,-0.6879687309265137,-0.6571093797683716,-0.6919531226158142,-0.7963281273841858,-0.00026578124379739165,-1.93406253856665e-06,3.3715624809265137,,,,,,,,,,,,,,,,,,,3.3715624809265137,0.0,0.00344122014939785,0.002889062510803342,0.003128125099465251,0.00011406250268919393,0.0001390624966006726,0.000157812493853271,0.0031531250569969416,96418.921875,7.25,0.0,99592.421875,0.03186488896608353,429379.84375,-6.606562692468287e-06,2.0999999046325684,1.3799999952316284,0.7200000286102295,-4.039999839733355e-05,1.003124998533167e-05,-2.8124999516876414e-05,-0.020176563411951065,0.00011718749738065526,4.812499901163392e-05,0.0006248437566682696,0.22617188096046448,0.15078124403953552,2.509999990463257,2.509999990463257,0.004000000189989805,0.9819466471672058,0.8600000143051147,9.529999732971191,2.130000114440918,58.814937591552734,83.20011138916016,1.9878125385730527e-06,0.002222222276031971,11.118124961853027,0.12009374797344208,-0.00023955469077918679,0.0003061640600208193
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,13,-12,1499,Retest,1,1,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,8,-12,1500,Retest,2,2,None,0,-0.6610937714576721,-0.6495312452316284,-0.6869531273841858,-0.6907031536102295,-0.5498437285423279,-0.5724218487739563,-0.6842187643051147,-0.6564062237739563,-0.6919531226158142,-0.7969531416893005,-0.0002645312633831054,-2.044062512140954e-06,3.3684375286102295,,,,,,,,,,,,,,,,,,,3.3684375286102295,0.0,0.0025111606810241938,0.0030890624038875103,0.0031906249932944775,0.00011406250268919393,0.00014531250053551048,0.000157812493853271,0.0032281249295920134,96574.3203125,,,99629.7578125,0.03066795878112316,429292.53125,-6.8103126977803186e-06,2.0999999046325684,1.3799999952316284,0.7200000286102295,-4.1125000279862434e-05,1.0081250366056338e-05,-2.890625000873115e-05,-0.020826563239097595,0.00011718749738065526,-0.0014367187395691872(F),,,,,,,,,,,,,,,,,,
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,6,-13,1501,Retest,5,5,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,15,-13,1502,Retest,1,1,None,0,-0.6610937714576721,-0.6501562595367432,-0.6875781416893005,-0.6932031512260437,-0.5548437237739563,-0.5774219036102295,-0.6873437762260437,-0.6571093797683716,-0.6913281083106995,-0.7950780987739563,-0.000273281242698431,-1.982812591450056e-06,3.3871874809265137,3.3871874809265137,3.303359270095825,3.299609422683716,3.3871874809265137,3.4696874618530273,3.469062566757202,3.469062566757202,3.3809375762939453,3.3815624713897705,3.303359270095825,3.303359270095825,3.3871874809265137,3.469062566757202,3.3815624713897705,3.380312442779541,3.380312442779541,15.0,0.8330312371253967,3.3815624713897705,-0.005625000223517418,0.006417410913854837,0.0030515624675899744,0.0031581250950694084,0.00011406250268919393,0.0001390624966006726,0.000157812493853271,0.0031906249932944775,96474.0234375,7.25,0.0,99561.5,0.031010759994387627,429416.75,-6.544062671309803e-06,2.0799999237060547,1.3799999952316284,0.699999988079071,-4.167500082985498e-05,1.0156250027648639e-05,-2.7656249585561454e-05,-0.020876562222838402,0.00011718749738065526,4.9375001253793016e-05,0.0006298437365330756,0.22679688036441803,0.1511979103088379,2.569999933242798,2.569999933242798,0.02800000086426735,0.9819466471672058,0.8600000143051147,9.529999732971191,2.130000114440918,58.85714340209961,82.61895751953125,2.0554687125695636e-06,0.002222222276031971,11.1431245803833,0.12009374797344208,-0.0002460624964442104,0.000303789071040228
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,22,-13,1503,Retest,2,2,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,23,-13,1504,Retest,1,1,None,0,-0.6610937714576721,-0.6507812738418579,-0.692578136920929,-0.6995312571525574,-0.5567968487739563,-0.5786718726158142,-0.6885937452316284,-0.6577343940734863,-0.692578136920929,-0.7969531416893005,-0.0002770312421489507,-2.0903125914628617e-06,3.4028124809265137,3.375312566757202,3.292734384536743,3.3202342987060547,3.4278125762939453,3.5135157108306885,3.484140634536743,3.455312490463257,3.367812395095825,3.3971874713897705,3.3453125953674316,3.317734479904175,3.401562452316284,3.481640577316284,3.395937442779541,3.4253125190734863,3.375312566757202,1.0,0.8076249957084656,3.3759374618530273,-0.026875000447034836,0.0047433036379516125,0.0029765625949949026,0.0031706250738352537,0.0001203124993480742,0.0001390624966006726,0.000157812493853271,0.0032031249720603228,96360.3828125,7.25,0.0,99505.0234375,0.03160281479358673,429317.09375,-6.712812592013506e-06,2.0799999237060547,1.3600000143051147,0.7200000286102295,-4.154999987804331e-05,1.0206250408373307e-05,-2.8281250706641003e-05,-0.017662499099969864,0.00011718749738065526,4.9375001253793016e-05,0.0006348437746055424,0.22617188096046448,0.15078124403953552,2.5299999713897705,2.5299999713897705,0.012000000104308128,0.9819607734680176,0.8600000143051147,9.529999732971191,2.130000114440918,58.910186767578125,82.58778381347656,2.184687446060707e-06,0.002222222276031971,11.130624771118164,0.11859375238418579,-0.00024561717873439193,0.00031179687357507646
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,25,-13,1505,Retest,1,1,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,26,-13,1506,Retest,1,1,None,0,-0.6604687571525574,-0.6507812738418579,-0.6919531226158142,-0.6976562738418579,-0.557421863079071,-0.579296886920929,-0.6885937452316284,-0.6577343940734863,-0.6919531226158142,-0.7969531416893005,-0.00027453125221654773,-1.981562490982469e-06,3.3915624618530273,3.364062547683716,3.287734270095825,3.3146092891693115,3.424062490463257,3.5078907012939453,3.4778125286102295,3.444687604904175,3.3628125190734863,3.3915624618530273,3.3403124809265137,3.3121094703674316,3.3965625762939453,3.4784374237060547,3.390312433242798,3.419687509536743,3.364062547683716,1.0,0.8107500076293945,3.370312452316284,-0.021250000223517418,0.0030691963620483875,0.002889062510803342,0.003138124942779541,0.00011406250268919393,0.0001390624966006726,0.000157812493853271,0.0031593749299645424,96566.796875,,,99543.2265625,0.02990085631608963,429658.71875,-6.520312581415055e-06,2.059999942779541,1.3600000143051147,0.699999988079071,-4.0499999158782884e-05,1.003124998533167e-05,-2.796875014610123e-05,-0.018175000324845314,0.00011718749738065526,4.812499901163392e-05,0.0006254687323234975,0.22617188096046448,0.15078124403953552,2.509999990463257,2.509999990463257,0.004000000189989805,0.9827044010162354,0.8600000143051147,9.529999732971191,2.130000114440918,58.741573333740234,82.74478149414062,1.8924999949376797e-06,0.002222222276031971,11.10531234741211,0.12109375,-0.0002423046826152131,0.00030222657369449735
