,,,,,,,,,,,,,,,,glxy_SS_IH     <> glxy_pin2,glxy_OSC       <> glxy_pin3,glxy_OUTS      <> glxy_pin4S,glxy_OUTF      <> glxy_pin4F,glxy_VCCS      <> glxy_pin5S,glxy_VCCF      <> glxy_pin5F,glxy_BOOT      <> glxy_pin6,glxy_COMP      <> glxy_pin7,glxy_FB        <> glxy_pin8,glxy_PT        <> glxy_PT,Abs comp       <> ABS_COM,Abs fb         <> ABS_FB,Ref bef zap    <> REF_BE,sim1 ... <> Simule_1,sim2 ... <> Simule_2,sim3 ... <> Simule_3,sim4 ... <> Simule_4,sim5 ... <> Simule_5,sim6 ... <> Simule_6,sim7 ... <> Simule_7,sim8 ... <> Simule_8,sim9 ... <> Simule_9,sim10 ... <> Simule_10,sim11 ... <> Simule_11,sim12 ... <> Simule_12,sim13 ... <> Simule_13,sim14 ... <> Simule_14,sim15 ... <> Simule_15,Ref best     <> REF_BEST_SIM,indice        <> REF_FLAG,Zap current   <> ZAP_REF,Ref aft zap     <> REF,Ref recovery    <> VREF_REC,Ref precision   <> VREF_TGT,Line 8/55v      <> LN_REG,Iq dut_cycle=0  <> IQ,Iq st_by 24v    <> IQ_SBY_24,Iq st_by 55v    <> IQ_SBY_55,Abs supply      <> ABS_VCC,Iq tot          <> IQ_TOT,Freq at 8v      <> FQ_1,Uvlo up th      <> UVLO_UP,Uvlo hysteresis  <> UVLO_HYS,Freq at 55v     <> FQ_2,Freq stability  <> FQ_STAB,Freq max        <> FQ_MAX,I inh low       <> I_IH_LO,Inh th up        <> INH_TH_UP,Inh th down      <> INH_TH_DOWN,Inh hyste        <> INH_HYS,Iss charge      <> SS_ICH,Iss discharge    <> SS_IDCH,Lkg Mos          <> LK_PWR,Abs out          <> OUT_MAX,Abs boot         <> ABS_BOOT,Lkg boot Mos off <> IBOOT_OFF,Lkg boot         <> LKG_BOOT,Drop of the Mos <> DROP_10V,Rds on          <> RDS_ON,Imax bef zap	 <> IMAX,Imax aft zap   <> IMAX_AFT,Imax precision   <> IMAX_TGT,Max duty cycle  <> MAX_DUT,Osc val 24v     <> OSC_VL24,Osc pk 55v       <> OSC_PK55,Osc pk 8v        <> OSC_PK8,Gain op_loop     <> EA_OLG,Svrr             <> EA_SVRR,Bias EA         <> EA_BIAS,Transcond       <> EA_TRANS,EA swing high   <> EA_SWH,EA swing low	 <> EA_SWL,Src out I       <> EA_SRC,Sink out I      <> EA_SNK
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,29,-4,17,First,1,1,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,28,-4,18,First,1,1,None,0,-0.6623437404632568,-0.6514062285423279,-0.6889062523841858,-0.6951562762260437,-0.5567968487739563,-0.577343761920929,-0.6873437762260437,-0.6564062237739563,-0.6920312643051147,-0.795703113079071,-0.0002681250043679029,-2.0187499103485607e-06,3.380234479904175,3.352734327316284,3.270859479904175,3.297734260559082,3.406562566757202,3.489687442779541,3.460312604904175,3.432187557220459,3.3458592891693115,3.3746094703674316,3.323359489440918,3.295234441757202,3.378359317779541,3.460312604904175,3.372734308242798,3.4021875858306885,3.372734308242798,14.0,0.8194375038146973,3.373359441757202,-0.006874999962747097,0.003976004663854837,0.004437500145286322,0.0030956249684095383,0.0001203124993480742,0.00014531250053551048,0.000157812493853271,0.0031289062462747097,96108.6328125,,,99393.515625,0.03304927051067352,427519.28125,-6.612343895540107e-06,2.0799999237060547,1.3799999952316284,0.699999988079071,-4.0949998947326094e-05,1.010624964692397e-05,-2.890625000873115e-05,-0.021101562306284904,0.0001179687533294782,4.812499901163392e-05,0.0006174218724481761,0.23179687559604645,0.15453125536441803,2.4700000286102295,2.4700000286102295,-0.012000000104308128,0.9819748997688293,0.8600000143051147,9.529999732971191,2.130000114440918,59.1038703918457,82.87648010253906,2.1121875306562288e-06,0.002222222276031971,11.123437881469727,0.12184374779462814,-0.00024072655651252717,0.00030255469027906656
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,27,-4,19,First,8,8,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,26,-4,20,First,1,1,None,0,-0.6617187261581421,-0.6501562595367432,-0.6889062523841858,-0.6951562762260437,-0.555468738079071,-0.577343761920929,-0.6873437762260437,-0.657031238079071,-0.6926562786102295,-0.795703113079071,-0.0002631249953992665,-1.9725000584003283e-06,3.383359432220459,3.3827342987060547,3.3008594512939453,3.3014843463897705,3.409062385559082,3.492812395095825,3.4628124237060547,3.463437557220459,3.3771092891693115,3.375234365463257,3.325859308242798,3.325859308242798,3.409062385559082,3.4921875,3.400937557220459,3.4053125381469727,3.375234365463257,9.0,0.8227499723434448,3.377734422683716,-0.005625000223517418,0.0052780876867473125,0.003975000232458115,0.0031031249091029167,0.00011406250268919393,0.00014531250053551048,0.000157812493853271,0.003141406225040555,96353.84375,7.25,0.0,99507.5,0.031692616641521454,428724.65625,-6.699687673972221e-06,2.0799999237060547,1.3600000143051147,0.7200000286102295,-4.1650000639492646e-05,9.956250323739368e-06,-2.890625000873115e-05,-0.020551562309265137,0.0001179687533294782,4.812499901163392e-05,0.0006192968576215208,0.23179687559604645,0.15453125536441803,2.450000047683716,2.450000047683716,-0.019999999552965164,0.9819324612617493,0.8600000143051147,9.529999732971191,2.130000114440918,59.169403076171875,82.46802520751953,1.9728124698303873e-06,0.0021621622145175934,11.1484375,0.12434375286102295,-0.00023522655828855932,0.00029310936224646866
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,25,-4,21,First,8,8,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,24,-4,22,First,1,1,None,0,-0.6660937666893005,-0.6545312404632568,-0.6932812333106995,-0.6982812285423279,-0.5586718916893005,-0.5767187476158142,-0.6860937476158142,-0.657031238079071,-0.6920312643051147,-0.795703113079071,-0.00026687499484978616,-2.0312500055297278e-06,3.3865625858306885,3.3865625858306885,3.3039844036102295,3.3039844036102295,3.4128124713897705,3.4965624809265137,3.4653124809265137,3.4671874046325684,3.380859375,3.380859375,3.3296093940734863,3.3296093940734863,3.4128124713897705,3.4965624809265137,3.408437490463257,3.4071874618530273,3.380859375,8.0,0.8196250200271606,3.352734327316284,-0.03382812440395355,-0.0021623882930725813,0.0031125000678002834,0.0031081249471753836,0.00011406250268919393,0.00014531250053551048,0.000157812493853271,0.003141406225040555,96200.671875,7.25,0.0,99516.953125,0.03332381695508957,427871.5,-6.583593858522363e-06,2.059999942779541,1.3600000143051147,0.699999988079071,-3.827500040642917e-05,9.9062499430147e-06,-2.8593749448191375e-05,-0.020551562309265137,0.0001179687533294782,4.812499901163392e-05,0.0006230468861758709,0.23179687559604645,0.15453125536441803,2.430000066757202,2.430000066757202,-0.02800000086426735,0.9819466471672058,0.8600000143051147,9.529999732971191,2.130000114440918,58.31393814086914,83.64981842041016,2.035781335507636e-06,0.0021621622145175934,11.040937423706055,0.12309374660253525,-0.00023385156237054616,0.0002961093850899488
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,23,-4,23,First,1,1,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,22,-4,24,First,1,1,None,0,-0.6617187261581421,-0.6507812738418579,-0.688281238079071,-0.6932812333106995,-0.5535937547683716,-0.5760937333106995,-0.6860937476158142,-0.657031238079071,-0.6926562786102295,-0.7982031106948853,-0.0002656250144354999,-2.0287500319682295e-06,3.3940625190734863,3.3664844036102295,3.283984422683716,3.3114843368530273,3.4209375381469727,3.504687547683716,3.4753124713897705,3.4465625286102295,3.359609365463257,3.3890624046325684,3.337109327316284,3.3089842796325684,3.392812490463257,3.4753124713897705,3.3871874809265137,3.416562557220459,3.3664844036102295,1.0,0.8105000257492065,3.3671092987060547,-0.02695312537252903,0.0021158854942768812,0.0032875000033527613,0.0031031249091029167,0.0001203124993480742,0.00014531250053551048,0.00016406249778810889,0.003141406225040555,96015.1328125,,,99466.8828125,0.03470245376229286,427736.25,-6.80218772686203e-06,2.059999942779541,1.340000033378601,0.7200000286102295,-3.9325001125689596e-05,9.831250281422399e-06,-2.8750000637955964e-05,-0.02022656239569187,0.00011171874939464033,4.6875000407453626e-05,0.0006117968587204814,0.23179687559604645,0.15453125536441803,2.4100000858306885,2.4100000858306885,-0.035999998450279236,0.9811912178993225,0.8600000143051147,9.529999732971191,2.130000114440918,58.514949798583984,82.43739318847656,2.059218786598649e-06,0.0021621622145175934,11.093437194824219,0.12334375083446503,-0.00023296875588130206,0.00029573438223451376
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,21,-4,25,First,1,1,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,20,-4,26,First,1,1,None,0,-0.6610937714576721,-0.6501562595367432,-0.6876562237739563,-0.6926562786102295,-0.5510937571525574,-0.5735937356948853,-0.6854687333106995,-0.6564062237739563,-0.6926562786102295,-0.7963281273841858,-0.00027312501333653927,-2.1500000002561137e-06,3.406562566757202,3.3789844512939453,3.2958593368530273,3.323359489440918,3.4334375858306885,3.517812490463257,3.4884374141693115,3.4596874713897705,3.3721094131469727,3.400937557220459,3.3483593463897705,3.320859432220459,3.4053125381469727,3.4884374141693115,3.3996875286102295,3.429062604904175,3.3721094131469727,8.0,0.8195624947547913,3.3721094131469727,-0.034453123807907104,0.0036039806436747313,0.0031999999191612005,0.003128125099465251,0.00011406250268919393,0.0001390624966006726,0.000157812493853271,0.0031664061825722456,96448.0703125,,,99510.109375,0.03077118657529354,428319.9375,-6.579843557119602e-06,2.0999999046325684,1.399999976158142,0.699999988079071,-3.9999998989515007e-05,1.0156250027648639e-05,-2.8593749448191375e-05,-0.019889062270522118,0.00011171874939464033,4.812499901163392e-05,0.0006217968766577542,0.23054687678813934,0.1536979228258133,2.4100000858306885,2.4100000858306885,-0.035999998450279236,0.9819324612617493,0.8600000143051147,9.529999732971191,2.130000114440918,58.64814758300781,82.84436798095703,2.2173437628225656e-06,0.0021621622145175934,11.103437423706055,0.12284374982118607,-0.00023922655964270234,0.0002954843803308904
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,19,-4,27,First,1,1,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,18,-4,28,First,1,1,None,0,-0.6610937714576721,-0.6501562595367432,-0.6876562237739563,-0.69140625,-0.5485937595367432,-0.5723437666893005,-0.6842187643051147,-0.6564062237739563,-0.6920312643051147,-0.8025781512260437,-0.00026687499484978616,-2.0449999738048064e-06,3.399062395095825,3.3714842796325684,3.2889842987060547,3.3164844512939453,3.4253125190734863,3.5096874237060547,3.473437547683716,3.4515624046325684,3.364609479904175,3.393437385559082,3.341484308242798,3.313359260559082,3.392812490463257,3.479062557220459,3.3921875953674316,3.406562566757202,3.3714842796325684,1.0,0.8076249957084656,3.3714842796325684,-0.027578124776482582,0.00341796875,0.0028750000055879354,0.003105625044554472,0.0001203124993480742,0.00014531250053551048,0.000157812493853271,0.0031476563308387995,96374.921875,7.25,0.0,99518.78125,0.03159062936902046,428332.53125,-6.652343927271431e-06,2.0799999237060547,1.3799999952316284,0.699999988079071,-3.9325001125689596e-05,9.78124990069773e-06,-2.8593749448191375e-05,-0.018751561641693115,0.00011171874939464033,4.6875000407453626e-05,0.0006111718830652535,0.23054687678813934,0.1536979228258133,2.4100000858306885,2.4100000858306885,-0.035999998450279236,0.9819466471672058,0.8600000143051147,9.529999732971191,2.130000114440918,58.62752151489258,82.87648010253906,2.013437551795505e-06,0.0021052630618214607,11.108437538146973,0.12159375101327896,-0.000233914062846452,0.0003004921891260892
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,17,-4,29,First,1,1,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,15,-5,30,First,1,1,None,0,-0.6617187261581421,-0.6507812738418579,-0.688281238079071,-0.6920312643051147,-0.546093761920929,-0.5704687237739563,-0.6842187643051147,-0.6576562523841858,-0.6926562786102295,-0.8044531345367432,-0.00026687499484978616,-2.06250001610897e-06,3.3940625190734863,3.3671092987060547,3.284609317779541,3.3121094703674316,3.4209375381469727,3.504687547683716,3.4753124713897705,3.4465625286102295,3.360234260559082,3.3890624046325684,3.337109327316284,3.3089842796325684,3.392812490463257,3.4753124713897705,3.3871874809265137,3.416562557220459,3.3671092987060547,1.0,0.8057500123977661,3.3671092987060547,-0.02695312537252903,0.0021158854942768812,0.002987500047311187,0.0031081249471753836,0.00011406250268919393,0.0001390624966006726,0.000157812493853271,0.0031539062038064003,96399.53125,,,99544.1015625,0.03158969804644585,428085.65625,-6.566093816218199e-06,2.0999999046325684,1.3799999952316284,0.7200000286102295,-3.867499981424771e-05,1.0131249837286305e-05,-2.8593749448191375e-05,-0.017887499183416367,0.0001179687533294782,4.6875000407453626e-05,0.0006124218925833702,0.2299218773841858,0.15328125655651093,2.390000104904175,2.390000104904175,-0.04399999976158142,0.9819324612617493,0.8600000143051147,9.529999732971191,2.130000114440918,58.814937591552734,82.84436798095703,2.0382813090691343e-06,0.0021052630618214607,11.080937385559082,0.12484374642372131,-0.00023435156617779285,0.0002896093646995723
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,16,-5,31,First,1,1,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,17,-5,32,First,1,1,None,0,-0.6629687547683716,-0.6514062285423279,-0.6889062523841858,-0.6932812333106995,-0.5498437285423279,-0.5729687213897705,-0.6854687333106995,-0.6576562523841858,-0.6932812333106995,-0.8013281226158142,-0.00027187500381842256,-2.0662500901380554e-06,3.400937557220459,3.373359441757202,3.2908594608306885,3.318359375,3.427187442779541,3.5115625858306885,3.482187509536743,3.4521875381469727,3.3664844036102295,3.395937442779541,3.343984365463257,3.315859317779541,3.399062395095825,3.482187509536743,3.385937452316284,3.424062490463257,3.373359441757202,1.0,0.8073750138282776,3.3739843368530273,-0.02695312537252903,0.004162016324698925,0.0027749999426305294,0.0031506249215453863,0.0001203124993480742,0.00014531250053551048,0.00016406249778810889,0.003191406140103936,96624.5546875,,,99620.3359375,0.030071986839175224,429318.71875,-6.690937425446464e-06,2.059999942779541,1.3600000143051147,0.699999988079071,-3.987500167568214e-05,1.0131249837286305e-05,-2.890625000873115e-05,-0.01905156299471855,0.0001179687533294782,4.812499901163392e-05,0.0006286718999035656,0.23054687678813934,0.1536979228258133,2.450000047683716,2.450000047683716,-0.019999999552965164,0.9819040298461914,0.8600000143051147,9.529999732971191,2.130000114440918,58.71031951904297,82.71710205078125,2.122968680851045e-06,0.002222222276031971,11.108437538146973,0.1223437488079071,-0.00024028906773310155,0.00030036718817427754
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,18,-5,33,First,1,1,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,19,-5,34,First,1,1,None,0,-0.6617187261581421,-0.6501562595367432,-0.688281238079071,-0.6926562786102295,-0.5504687428474426,-0.5735937356948853,-0.6854687333106995,-0.6564062237739563,-0.6920312643051147,-0.8000781536102295,-0.00027187500381842256,-2.058749942079885e-06,3.4021875858306885,3.3746094703674316,3.292109489440918,3.3196094036102295,3.429062604904175,3.513437509536743,3.4834375381469727,3.455312490463257,3.368359327316284,3.3971874713897705,3.3452343940734863,3.312734365463257,3.400937557220459,3.484062433242798,3.395312547683716,3.4253125190734863,3.3746094703674316,1.0,0.8053749799728394,3.375234365463257,-0.02695312537252903,0.0045340401120483875,0.003275000024586916,0.0031506249215453863,0.0001203124993480742,0.00014531250053551048,0.000157812493853271,0.003178906161338091,96104.7109375,7.25,0.0,99421.8515625,0.033364277333021164,427926.96875,-6.702187420160044e-06,2.059999942779541,1.3600000143051147,0.699999988079071,-4.039999839733355e-05,9.9062499430147e-06,-2.8593749448191375e-05,-0.019814062863588333,0.0001179687533294782,4.9375001253793016e-05,0.0006417968543246388,0.2299218773841858,0.15328125655651093,2.450000047683716,2.450000047683716,-0.019999999552965164,0.9819748997688293,0.8600000143051147,9.529999732971191,2.130000114440918,58.77294158935547,82.13681030273438,2.0945312826370355e-06,0.002222222276031971,11.12093734741211,0.12184374779462814,-0.00023972656344994903,0.00030036718817427754
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,20,-5,35,First,1,1,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,21,-5,36,First,1,1,None,0,-0.6617187261581421,-0.6501562595367432,-0.6876562237739563,-0.6932812333106995,-0.5542187690734863,-0.5767187476158142,-0.686718761920929,-0.657031238079071,-0.6920312643051147,-0.7975780963897705,-0.0002643750049173832,-2.1050000214017928e-06,3.390937566757202,3.3639843463897705,3.281484365463257,3.3089842796325684,3.4178125858306885,3.5015625953674316,3.471562385559082,3.4434375762939453,3.3564844131469727,3.385312557220459,3.333984375,3.3064844608306885,3.3896875381469727,3.4721875190734863,3.383984327316284,3.413437604904175,3.3639843463897705,1.0,0.8033750057220459,3.3639843463897705,-0.02695312537252903,0.0011858259094879031,0.002987500047311187,0.0031081249471753836,0.00011406250268919393,0.00014531250053551048,0.000157812493853271,0.003141406225040555,96125.0390625,,,99475.625,0.03368249908089638,428392.34375,-6.6360935306875035e-06,2.0799999237060547,1.3799999952316284,0.699999988079071,-3.882500095642172e-05,9.856249562290031e-06,-2.7812500775326043e-05,-0.02061406336724758,0.0001179687533294782,4.812499901163392e-05,0.0006192968576215208,0.2299218773841858,0.15328125655651093,2.430000066757202,2.430000066757202,-0.02800000086426735,0.9819607734680176,0.8600000143051147,9.529999732971191,2.130000114440918,58.596675872802734,82.87648010253906,2.1837499843968544e-06,0.0021052630618214607,11.0859375,0.1223437488079071,-0.0002312812430318445,0.0002993671805597842
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,22,-5,37,First,2,2,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,23,-5,38,First,10,10,None,0,-0.6617187261581421,-0.6507812738418579,-0.688281238079071,-0.6939062476158142,-0.555468738079071,-0.5779687762260437,-0.6873437762260437,-0.657031238079071,-0.6920312643051147,-0.7944531440734863,0.001396562554873526(F),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,24,-5,39,First,1,1,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,25,-5,40,First,1,1,None,0,-0.6629687547683716,-0.6520312428474426,-0.6895312666893005,-0.6964062452316284,-0.5586718916893005,-0.5785937309265137,-0.6873437762260437,-0.657031238079071,-0.6920312643051147,-0.7938281297683716,-0.00027062499430030584,-2.060000042547472e-06,3.3940625190734863,3.3664844036102295,3.284609317779541,3.3114843368530273,3.4203124046325684,3.504687547683716,3.4746875762939453,3.445937395095825,3.359609365463257,3.388437509536743,3.336484432220459,3.3089842796325684,3.3921875953674316,3.4753124713897705,3.3871874809265137,3.416562557220459,3.3664844036102295,1.0,0.8069999814033508,3.3664844036102295,-0.027578124776482582,0.0019298734841868281,0.003462499938905239,0.003115624887868762,0.00011406250268919393,0.0001390624966006726,0.000157812493853271,0.003141406225040555,96570.8828125,,,99549.28125,0.029918819665908813,429043.65625,-6.59609395370353e-06,2.059999942779541,1.3600000143051147,0.699999988079071,-3.9599999581696466e-05,1.003124998533167e-05,-2.796875014610123e-05,-0.02142656221985817,0.0001179687533294782,4.812499901163392e-05,0.0006186718819662929,0.2299218773841858,0.15328125655651093,2.450000047683716,2.450000047683716,-0.019999999552965164,0.9819040298461914,0.8600000143051147,9.529999732971191,2.130000114440918,58.942169189453125,83.2713623046875,2.087499979097629e-06,0.0021621622145175934,11.090937614440918,0.12209375202655792,-0.0002382265665801242,0.0003009921929333359
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,26,-5,41,First,1,1,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,27,-5,42,First,1,1,None,0,-0.6629687547683716,-0.6514062285423279,-0.6889062523841858,-0.6951562762260437,-0.5580468773841858,-0.5785937309265137,-0.6873437762260437,-0.657031238079071,-0.6920312643051147,-0.7932031154632568,-0.0002693750138860196,-2.0249999579391442e-06,3.392812490463257,3.365859270095825,3.2833592891693115,3.310859441757202,3.419687509536743,3.5034375190734863,3.474062442779541,3.4453125,3.3589844703674316,3.387812614440918,3.3358592987060547,3.308359384536743,3.3921875953674316,3.474062442779541,3.385937452316284,3.4159374237060547,3.365859270095825,1.0,0.8056250214576721,3.365859270095825,-0.02695312537252903,0.0017438615905120969,0.00286250002682209,0.003100625006482005,0.0001203124993480742,0.00014531250053551048,0.00016406249778810889,0.003141406225040555,96019.6484375,,,99455.1484375,0.03454318270087242,428233.21875,-6.698437573504634e-06,2.0799999237060547,1.3799999952316284,0.699999988079071,-3.994999860879034e-05,9.931250133377034e-06,-2.7812500775326043e-05,-0.021114062517881393,0.0001179687533294782,4.812499901163392e-05,0.0006186718819662929,0.23054687678813934,0.1536979228258133,2.4700000286102295,2.4700000286102295,-0.012000000104308128,0.9819748997688293,0.8600000143051147,9.529999732971191,2.130000114440918,58.804420471191406,82.52963256835938,2.0271875200705836e-06,0.0021052630618214607,11.095937728881836,0.12209375202655792,-0.00023597656399942935,0.0003011796798091382
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,28,-5,43,First,1,1,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,29,-5,44,First,1,1,None,0,-0.6617187261581421,-0.6501562595367432,-0.688281238079071,-0.6976562738418579,-0.5567968487739563,-0.5785937309265137,-0.6879687309265137,-0.657031238079071,-0.6926562786102295,-0.7944531440734863,-0.00026687499484978616,-2.0187499103485607e-06,3.390937566757202,3.3915624618530273,3.3089842796325684,3.308359384536743,3.417187452316284,3.500312566757202,3.471562385559082,3.461562395095825,3.383984327316284,3.381484270095825,3.333359479904175,3.333984375,3.403437614440918,3.5015625953674316,3.4128124713897705,3.4128124713897705,3.381484270095825,9.0,0.8219375014305115,3.3846094608306885,-0.0063281250186264515,0.00732421875,0.0039125001057982445,0.0031131249852478504,0.0001203124993480742,0.0001390624966006726,0.000157812493853271,0.0031539062038064003,96403.8984375,,,99519.4921875,0.03130631521344185,429285.34375,-6.536093678732868e-06,2.0199999809265137,1.340000033378601,0.6800000071525574,-4.207500023767352e-05,9.881249752652366e-06,-2.890625000873115e-05,-0.021214062348008156,0.0001179687533294782,4.812499901163392e-05,0.000631796894595027,0.23054687678813934,0.1536979228258133,2.509999990463257,2.509999990463257,0.004000000189989805,0.9819324612617493,0.8600000143051147,9.529999732971191,2.130000114440918,59.26725387573242,82.37264251708984,2.0729687548737274e-06,0.0021621622145175934,11.165937423706055,0.12209375202655792,-0.00023991406487766653,0.00030180468456819654
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,30,-5,45,First,1,1,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,31,-5,46,First,1,1,None,0,-0.6617187261581421,-0.6507812738418579,-0.688281238079071,-0.6939062476158142,-0.5561718940734863,-0.5779687762260437,-0.6879687309265137,-0.657031238079071,-0.6920312643051147,-0.7944531440734863,-0.0002631249953992665,-2.060000042547472e-06,3.387812614440918,3.3608593940734863,3.2783594131469727,3.305859327316284,3.414687395095825,3.4984374046325684,3.4565625190734863,3.440312385559082,3.3533594608306885,3.3827342987060547,3.3252344131469727,3.302734375,3.3865625858306885,3.469062566757202,3.380859375,3.4103124141693115,3.380859375,14.0,0.8205312490463257,3.381484270095825,-0.0063281250186264515,0.0063941590487957,0.003412500023841858,0.0031256249640136957,0.00011406250268919393,0.00014531250053551048,0.000157812493853271,0.0031664061825722456,96423.125,,,99501.0078125,0.030933130532503128,428713.96875,-6.651093826803844e-06,2.059999942779541,1.3600000143051147,0.699999988079071,-4.160000025876798e-05,9.956250323739368e-06,-2.890625000873115e-05,-0.021126562729477882,0.0001179687533294782,4.812499901163392e-05,0.0006161718629300594,0.2299218773841858,0.15328125655651093,2.490000009536743,2.490000009536743,-0.004000000189989805,0.9827044010162354,0.8600000143051147,9.529999732971191,2.130000114440918,59.44791030883789,81.8749008178711,2.161562406399753e-06,0.0021621622145175934,11.153437614440918,0.12159375101327896,-0.0002364140673307702,0.00030311718001030385
